CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
581486371,115,QUEENS,01/17/2020,01:00:00,01/17/2020,01:10:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/17/2020,1018699,215043,40.75686097700003,-73.87565666399996,"(40.75686097700003, -73.87565666399996)"
318582322,94,BROOKLYN,09/20/2015,00:01:00,10/20/2015,23:59:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/14/2020,997313,204100,40.72688262400004,-73.95287134799997,"(40.72688262400004, -73.95287134799997)"
963178007,17,MANHATTAN,03/24/2019,00:30:00,03/24/2019,01:45:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/19/2020,992411,215025,40.75687491100007,-73.97054405699998,"(40.75687491100007, -73.97054405699998)"
636036221,75,BROOKLYN,01/15/2020,02:00:00,01/15/2020,02:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,ABANDONED BUILDING,01/15/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
303079782,40,BRONX,01/15/2020,14:40:00,01/15/2020,22:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOSPITAL,01/16/2020,1004926,234532,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)"
588633600,6,MANHATTAN,01/12/2020,01:00:00,01/12/2020,01:45:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,STREET,01/12/2020,982752,206772,40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)"
124647549,114,QUEENS,11/23/2018,09:30:00,11/23/2018,10:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOMELESS SHELTER,01/20/2020,1007654,219564,40.76930608700008,-73.91550817999997,"(40.76930608700008, -73.91550817999997)"
562915290,68,BROOKLYN,07/01/2019,12:00:00,12/05/2019,12:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/13/2020,978016,172087,40.63902167200007,-74.022463524,"(40.63902167200007, -74.022463524)"
770183197,115,QUEENS,01/09/2020,08:00:00,01/09/2020,09:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/13/2020,1018699,215043,40.75686097700003,-73.87565666399996,"(40.75686097700003, -73.87565666399996)"
329863109,14,MANHATTAN,01/11/2020,23:00:00,01/11/2020,23:55:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/12/2020,985679,213954,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)"
783724768,48,BRONX,01/14/2020,11:00:00,01/15/2020,07:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/15/2020,1011779,246746,40.84390125500005,-73.900504632,"(40.84390125500005, -73.900504632)"
414042051,45,BRONX,12/01/2013,12:01:00,01/13/2020,20:50:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/14/2020,1032047,242037,40.83088999300003,-73.82728461999993,"(40.83088999300003, -73.82728461999993)"
524748781,115,QUEENS,08/01/2019,12:00:00,08/01/2019,12:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/14/2020,1018699,215043,40.75686097700003,-73.87565666399996,"(40.75686097700003, -73.87565666399996)"
460395086,40,BRONX,01/03/2020,07:00:00,01/03/2020,08:00:00,COMPLETED,SAINT MARY'S PARK,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - PUBLIC HOUSING,01/16/2020,1004926,234532,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)"
842417372,71,BROOKLYN,01/01/2010,00:00:00,01/01/2014,00:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/15/2020,998749,181383,40.66452749800004,-73.94773929099993,"(40.66452749800004, -73.94773929099993)"
682722629,43,BRONX,01/16/2020,01:19:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,STREET,01/16/2020,1020316,239179,40.82310129900002,-73.86969046099993,"(40.82310129900002, -73.86969046099993)"
325712027,110,QUEENS,01/10/2020,23:00:00,01/11/2020,00:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/11/2020,1020255,210816,40.74525274100006,-73.87006286999997,"(40.74525274100006, -73.87006286999997)"
607130153,103,QUEENS,01/16/2020,06:00:00,01/17/2020,05:00:00,COMPLETED,,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - PUBLIC HOUSING,01/17/2020,1041749,196938,40.70704747500002,-73.79261190399995,"(40.70704747500002, -73.79261190399995)"
572296952,14,MANHATTAN,01/16/2020,06:30:00,01/16/2020,07:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,COMMERCIAL BUILDING,01/16/2020,985679,213954,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)"
588105479,105,QUEENS,12/29/2019,03:00:00,12/29/2019,03:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,FAST FOOD,01/13/2020,1057636,203954,40.72618713000002,-73.73523390399998,"(40.72618713000002, -73.73523390399998)"
360482975,103,QUEENS,01/18/2020,04:00:00,01/18/2020,04:33:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,REAR OF,RAPE,,157,RAPE 1,OPEN AREAS (OPEN LOTS),01/18/2020,1041749,196938,40.70704747500002,-73.79261190399995,"(40.70704747500002, -73.79261190399995)"
519654555,44,BRONX,06/01/2011,00:01:00,06/28/2017,23:59:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/15/2020,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
183824217,10,MANHATTAN,01/11/2020,23:00:00,01/13/2020,12:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/19/2020,984623,209859,40.74269929900004,-73.99865537999993,"(40.74269929900004, -73.99865537999993)"
918260621,68,BROOKLYN,04/13/2019,05:30:00,04/13/2019,22:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/22/2020,978016,172087,40.63902167200007,-74.022463524,"(40.63902167200007, -74.022463524)"
596583770,105,QUEENS,01/17/2020,19:00:00,01/17/2020,20:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/23/2020,1057636,203954,40.72618713000002,-73.73523390399998,"(40.72618713000002, -73.73523390399998)"
905703251,113,QUEENS,01/24/2020,19:00:00,01/24/2020,20:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,ROY WILKINS RECREATION CENTER,157,RAPE 1,PARK/PLAYGROUND,01/25/2020,1046367,186986,40.67970040800003,-73.77604736799998,"(40.67970040800003, -73.77604736799998)"
399518248,14,MANHATTAN,01/26/2020,00:00:00,01/26/2020,13:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/27/2020,985679,213954,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)"
944699985,83,BROOKLYN,11/01/2019,15:00:00,11/15/2019,15:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/26/2020,1006965,193571,40.697963515000026,-73.91808336199995,"(40.697963515000026, -73.91808336199995)"
998996323,110,QUEENS,11/25/2019,09:00:00,11/29/2019,17:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/28/2020,1020255,210816,40.74525274100006,-73.87006286999997,"(40.74525274100006, -73.87006286999997)"
927029876,67,BROOKLYN,10/02/2019,08:00:00,10/02/2019,10:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/22/2020,998032,175598,40.648650085000035,-73.95033556299995,"(40.648650085000035, -73.95033556299995)"
925230823,73,BROOKLYN,01/27/2020,15:00:00,01/27/2020,16:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/29/2020,1008276,183623,40.670655072000045,-73.91339091999998,"(40.670655072000045, -73.91339091999998)"
585945329,104,QUEENS,01/29/2020,04:55:00,01/29/2020,05:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/29/2020,1013764,195875,40.70426739000004,-73.89355375999997,"(40.70426739000004, -73.89355375999997)"
294856913,108,QUEENS,06/01/2019,00:01:00,11/03/2019,00:01:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,01/24/2020,996793,210001,40.74308016800006,-73.95473646099998,"(40.74308016800006, -73.95473646099998)"
742841631,1,MANHATTAN,10/28/2016,00:01:00,10/28/2016,23:59:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/28/2020,982285,201682,40.72025522300004,-74.00709027999993,"(40.72025522300004, -74.00709027999993)"
305694044,71,BROOKLYN,01/23/2020,05:00:00,01/23/2020,08:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/23/2020,998749,181383,40.66452749800004,-73.94773929099993,"(40.66452749800004, -73.94773929099993)"
745963413,75,BROOKLYN,01/20/2020,18:45:00,01/20/2020,19:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/20/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
978412387,25,MANHATTAN,08/21/2019,21:00:00,08/21/2019,23:45:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,STREET,01/23/2020,1000555,230994,40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)"
649056741,7,MANHATTAN,01/24/2020,20:50:00,01/24/2020,23:15:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/26/2020,988708,200317,40.71650772200008,-73.98391989899994,"(40.71650772200008, -73.98391989899994)"
132419437,75,BROOKLYN,01/21/2020,21:00:00,01/21/2020,22:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/24/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
559628436,61,BROOKLYN,01/22/2020,23:00:00,01/22/2020,23:15:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/23/2020,995244,155739,40.59414516900005,-73.96041495199995,"(40.59414516900005, -73.96041495199995)"
418817015,61,BROOKLYN,07/01/2010,00:01:00,12/31/2011,23:59:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,02/06/2020,995244,155739,40.59414516900005,-73.96041495199995,"(40.59414516900005, -73.96041495199995)"
785538219,6,MANHATTAN,07/25/2018,18:00:00,07/25/2018,20:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,HOTEL/MOTEL,02/03/2020,982752,206772,40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)"
740749920,44,BRONX,09/06/2019,23:00:00,,,ATTEMPTED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,02/01/2020,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
289077753,110,QUEENS,01/26/2020,05:00:00,01/26/2020,06:20:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,STREET,01/31/2020,1020255,210816,40.74525274100006,-73.87006286999997,"(40.74525274100006, -73.87006286999997)"
221930062,120,STATEN ISLAND,02/01/2020,06:00:00,02/01/2020,06:15:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/01/2020,962748,174174,40.64472613100002,-74.07748315899995,"(40.64472613100002, -74.07748315899995)"
784533956,75,BROOKLYN,01/30/2020,13:00:00,01/30/2020,13:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/30/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
660321794,44,BRONX,01/30/2020,02:00:00,01/30/2020,02:10:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/01/2020,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
364129757,33,MANHATTAN,01/01/1982,18:00:00,01/01/1983,18:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/03/2020,1001936,245282,40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)"
285006431,5,MANHATTAN,01/30/2020,23:30:00,01/31/2020,00:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/04/2020,984946,200203,40.716195914000025,-73.99749074599998,"(40.716195914000025, -73.99749074599998)"
943808856,94,BROOKLYN,01/27/2020,02:30:00,01/27/2020,05:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/31/2020,997313,204100,40.72688262400004,-73.95287134799997,"(40.72688262400004, -73.95287134799997)"
918208736,75,BROOKLYN,11/18/2019,20:00:00,11/19/2019,10:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/30/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
117515525,72,BROOKLYN,03/04/2018,20:00:00,01/17/2020,22:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/05/2020,983964,179071,40.65819343200008,-74.00103224299994,"(40.65819343200008, -74.00103224299994)"
133030905,49,BRONX,02/01/2020,23:00:00,02/01/2020,23:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,02/04/2020,1027295,251236,40.85616295700004,-73.84439712399995,"(40.85616295700004, -73.84439712399995)"
456121149,62,BROOKLYN,12/31/2019,21:00:00,12/31/2019,22:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/30/2020,983393,158818,40.60260317900003,-74.00308766099994,"(40.60260317900003, -74.00308766099994)"
893710057,52,BRONX,07/01/2011,00:01:00,06/30/2012,23:59:00,ATTEMPTED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/30/2020,1017542,255919,40.86905853200005,-73.87963014799993,"(40.86905853200005, -73.87963014799993)"
948192169,33,MANHATTAN,03/01/2017,00:00:00,03/01/2017,01:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,STREET,02/05/2020,1001936,245282,40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)"
751793665,17,MANHATTAN,02/04/2020,20:30:00,02/04/2020,21:40:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/04/2020,992411,215025,40.75687491100007,-73.97054405699998,"(40.75687491100007, -73.97054405699998)"
398813731,41,BRONX,01/29/2020,22:00:00,01/30/2020,01:20:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/30/2020,1013232,236725,40.816391847000034,-73.89529641399997,"(40.816391847000034, -73.89529641399997)"
660146718,113,QUEENS,01/30/2020,00:54:00,01/30/2020,00:59:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,01/30/2020,1046367,186986,40.67970040800003,-73.77604736799998,"(40.67970040800003, -73.77604736799998)"
206266979,6,MANHATTAN,02/15/2020,02:00:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,TAXI (LIVERY LICENSED),02/15/2020,982752,206772,40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)"
322398863,44,BRONX,02/16/2020,10:00:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/16/2020,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
419447053,49,BRONX,02/09/2020,00:01:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/13/2020,1027295,251236,40.85616295700004,-73.84439712399995,"(40.85616295700004, -73.84439712399995)"
967105608,104,QUEENS,12/03/2019,10:00:00,01/24/2020,13:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/10/2020,1013764,195875,40.70426739000004,-73.89355375999997,"(40.70426739000004, -73.89355375999997)"
321043411,75,BROOKLYN,02/01/2020,21:45:00,02/01/2020,22:10:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,STREET,02/14/2020,1017141,183798,40.67110691100004,-73.88143295699997,"(40.67110691100004, -73.88143295699997)"
659165774,68,BROOKLYN,01/27/2020,20:00:00,02/12/2020,20:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/12/2020,978016,172087,40.63902167200007,-74.022463524,"(40.63902167200007, -74.022463524)"
658334636,41,BRONX,06/30/2019,07:00:00,01/30/2020,07:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOMELESS SHELTER,02/10/2020,1013232,236725,40.816391847000034,-73.89529641399997,"(40.816391847000034, -73.89529641399997)"
261935560,43,BRONX,02/13/2020,13:00:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/17/2020,1020316,239179,40.82310129900002,-73.86969046099993,"(40.82310129900002, -73.86969046099993)"
881127679,49,BRONX,02/11/2020,03:30:00,02/11/2020,04:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/11/2020,1027295,251236,40.85616295700004,-73.84439712399995,"(40.85616295700004, -73.84439712399995)"
261448026,30,MANHATTAN,02/08/2020,18:00:00,02/08/2020,18:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/08/2020,999794,241252,40.82885104500008,-73.94383419099995,"(40.82885104500008, -73.94383419099995)"
574669891,48,BRONX,02/10/2020,03:20:00,02/10/2020,03:35:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/10/2020,1011779,246746,40.84390125500005,-73.900504632,"(40.84390125500005, -73.900504632)"
501908984,46,BRONX,07/19/2008,00:00:00,07/19/2015,00:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/12/2020,1011881,250411,40.85396027400003,-73.90012087499997,"(40.85396027400003, -73.90012087499997)"
899502431,5,MANHATTAN,02/14/2020,01:00:00,02/14/2020,02:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,02/14/2020,984946,200203,40.716195914000025,-73.99749074599998,"(40.716195914000025, -73.99749074599998)"
730482047,70,BROOKLYN,02/13/2020,03:00:00,02/13/2020,03:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,,RAPE,,157,RAPE 1,STREET,02/17/2020,991547,168934,40.63036654500007,-73.97371261299998,"(40.63036654500007, -73.97371261299998)"
478233759,73,BROOKLYN,12/28/2019,09:00:00,02/15/2020,10:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/15/2020,1008276,183623,40.670655072000045,-73.91339091999998,"(40.670655072000045, -73.91339091999998)"
835594736,70,BROOKLYN,12/26/2019,01:00:00,12/26/2019,02:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/11/2020,991547,168934,40.63036654500007,-73.97371261299998,"(40.63036654500007, -73.97371261299998)"
741260068,14,MANHATTAN,02/15/2020,06:45:00,02/15/2020,07:15:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,HOTEL/MOTEL,02/15/2020,985679,213954,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)"
255686879,70,BROOKLYN,02/12/2019,14:30:00,01/21/2020,16:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/11/2020,991547,168934,40.63036654500007,-73.97371261299998,"(40.63036654500007, -73.97371261299998)"
928082250,102,QUEENS,02/17/2020,16:50:00,02/17/2020,17:06:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,STORE UNCLASSIFIED,02/17/2020,1030954,193887,40.698736773000064,-73.83156876499999,"(40.698736773000064, -73.83156876499999)"
386380860,70,BROOKLYN,02/05/2020,14:00:00,02/05/2020,15:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/11/2020,991547,168934,40.63036654500007,-73.97371261299998,"(40.63036654500007, -73.97371261299998)"
303004269,10,MANHATTAN,02/15/2020,19:35:00,02/15/2020,20:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/16/2020,984623,209859,40.74269929900004,-73.99865537999993,"(40.74269929900004, -73.99865537999993)"
366687304,67,BROOKLYN,05/24/2019,23:30:00,05/25/2019,00:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/13/2020,998032,175598,40.648650085000035,-73.95033556299995,"(40.648650085000035, -73.95033556299995)"
843010255,67,BROOKLYN,02/14/2020,02:00:00,02/14/2020,03:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/16/2020,998032,175598,40.648650085000035,-73.95033556299995,"(40.648650085000035, -73.95033556299995)"
872312457,43,BRONX,02/10/2020,10:00:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,02/10/2020,1020316,239179,40.82310129900002,-73.86969046099993,"(40.82310129900002, -73.86969046099993)"
324425659,20,MANHATTAN,11/01/2019,00:01:00,02/12/2020,12:00:00,COMPLETED,,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - PUBLIC HOUSING,02/12/2020,991168,224929,40.784059874000036,-73.97502051299993,"(40.784059874000036, -73.97502051299993)"
314014655,100,QUEENS,02/16/2020,00:30:00,,,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,02/16/2020,1035212,152992,40.58646552900007,-73.81652172299994,"(40.58646552900007, -73.81652172299994)"
587415021,23,MANHATTAN,02/11/2020,23:30:00,02/11/2020,23:59:00,COMPLETED,TAFT,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - PUBLIC HOUSING,02/12/2020,998730,226827,40.78926022400003,-73.94771000099996,"(40.78926022400003, -73.94771000099996)"
316450085,113,QUEENS,01/01/2017,07:00:00,06/30/2019,07:00:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE-HOUSE,02/10/2020,1046367,186986,40.67970040800003,-73.77604736799998,"(40.67970040800003, -73.77604736799998)"
244295924,77,BROOKLYN,02/17/2020,01:00:00,02/17/2020,03:00:00,COMPLETED,ALBANY,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - PUBLIC HOUSING,02/17/2020,1003606,185050,40.67458330800008,-73.93022154099998,"(40.67458330800008, -73.93022154099998)"
574997645,88,BROOKLYN,02/15/2020,01:30:00,02/15/2020,02:30:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,FRONT OF,RAPE,,157,RAPE 1,STREET,02/16/2020,995188,190691,40.69008097200003,-73.96055993199997,"(40.69008097200003, -73.96055993199997)"
